system   I             system.c:245  al_install_system                [   0.00038] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.05936] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05939] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05941] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.05944] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05947] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.05949] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05952] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05955] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05957] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05960] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05962] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05965] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05967] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05970] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05973] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05976] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05978] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05981] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05983] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.05986] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05988] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.05992] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.05995] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.05998] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06000] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06003] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06005] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06008] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06011] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06014] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06016] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06019] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06022] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06025] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06027] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06030] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06032] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06035] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06038] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.06041] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06043] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.06046] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06048] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06051] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06054] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06056] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06059] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06062] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06064] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06067] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06069] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06073] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06075] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06078] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06092] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06097] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06099] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.06102] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06107] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.06110] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06113] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06116] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06118] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06121] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06123] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06126] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06128] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06131] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06134] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06137] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06139] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06142] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.06144] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.06147] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.06157] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.06240] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.06243] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.08730] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.13311] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.13315] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.13320] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.13331] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.13337] Returning d3d_display: 025957E8
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.13340] al_display=025957E8
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.13342] al_display->vt=025617E8
system   D            wsystem.c:674  maybe_parent_dir                 [   0.13363] Also searching C:\Users\William\GitHub\ProjectAzzura\Azzura\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.13385] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.13388] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.13604] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.13610] Module "d3dx9_43.dll" loaded.
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13869] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13872] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13874] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13877] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13879] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13882] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13884] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13887] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13890] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13892] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13895] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13897] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13899] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13987] added dtor for object 0311F850, func 514541E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14082] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14086] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.15164] added dtor for object 025A6FC0, func 514545BB
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15189] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.21142] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.21147] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  43.23909] removed dtor for object 0311F850
d3d      W         d3d_disp.cpp:2424 _al_d3d_destroy_bitmap           [  43.23913] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [  43.24159] removed dtor for object 00EC74A0
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [  43.24164] destroying display 025957E8 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [  43.24520] waiting for display 025957E8's thread to end
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [  43.26879] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  43.26970] removed dtor for object 025A6FC0
